Bandwidth(Mbps),OCC,DINA,MEIDA,Ours
1,104.71879160064,104.71379160064001,535.3607644094778,104.71379160064
2,104.71879160064,104.71379160064001,535.3607644094778,104.71379160064
3,104.71879160064,104.71379160064001,510.96379160064,104.71379160064
4,104.71879160064,104.71379160064001,409.40129160064,104.71379160064
5,104.71879160064,104.71379160064001,348.46379160064,104.71379160064
6,104.71879160064,104.71379160064001,307.83879160064,104.71379160064
7,104.71879160064,104.71379160064001,278.82093445778287,104.71379160064
8,104.71879160064,104.71379160064001,257.05754160064,104.71379160064
9,104.71879160064,104.71379160064001,240.13045826730666,104.71379160064
10,104.71879160064,104.71379160064001,226.58879160063998,104.71379160064
