LayerName,Type,Group,EnclaveTime_mean,EnclaveTime_std,EnclaveTime_min,EnclaveTime_max,EnclaveTime_p95,EnclaveTime_p99,CPUTime_mean,CPUTime_std,CPUTime_min,CPUTime_max,InputBytes,OutputBytes,InputShape,OutputShape,Dependencies,NumIterations,CPU_Memory_Bytes,TEE_Memory_Bytes,TEE_Encryption_Overhead,TEE_Total_Memory_Bytes,Weight_Bytes,Bias_Bytes,Activation_Bytes,Num_Chunks,Chunk_Metadata_Bytes
inception_b1_b3_relu1,SecretReLULayer,Inception-B1,0.1868,0.0245,0.1604,0.2401,0.2274,0.2375,0.0101,0.0004,0.0098,0.0109,147968,147968,"[1, 128, 17, 17]","[1, 128, 17, 17]",inception_b1_b3_1x1,10,295936,295936,120,296056,0,0,295936,2,60
inception_b1_b3_3x3_1,SGXConvBase,Inception-B1,7.8906,0.0597,7.7902,8.005,7.9767,7.9994,1.1699,0.013,1.1541,1.198,221952,221952,"[1, 128, 17, 17]","[1, 192, 17, 17]",inception_b1_b3_relu1,10,1255424,1255424,360,1255784,884736,768,369920,6,60
inception_b1_b3_relu2,SecretReLULayer,Inception-B1,0.2243,0.0139,0.2007,0.2519,0.2445,0.2505,0.0183,0.0002,0.0181,0.0187,221952,221952,"[1, 192, 17, 17]","[1, 192, 17, 17]",inception_b1_b3_3x3_1,10,443904,443904,120,444024,0,0,443904,2,60
inception_b1_b3_3x3_2,SGXConvBase,Inception-B1,10.6628,0.074,10.5738,10.7838,10.7716,10.7814,1.167,0.0088,1.1562,1.1862,221952,221952,"[1, 192, 17, 17]","[1, 192, 17, 17]",inception_b1_b3_relu2,10,1771776,1771776,480,1772256,1327104,768,443904,8,60
inception_b1_b3_relu3,SecretReLULayer,Inception-B1,0.2267,0.0155,0.202,0.2568,0.252,0.2559,0.019,0.0018,0.0182,0.0243,221952,221952,"[1, 192, 17, 17]","[1, 192, 17, 17]",inception_b1_b3_3x3_2,10,443904,443904,120,444024,0,0,443904,2,60
inception_b1_b4_pool,SecretMaxpool2dLayer,Inception-B1,0.3726,0.0236,0.3348,0.4117,0.4059,0.4105,5.7206,0.0307,5.6613,5.7572,887808,887808,"[1, 1024, 17, 17]","[1, 1024, 17, 17]",reduction_a_concat,10,2367488,2367488,660,2368148,0,0,2367488,11,60
inception_b1_b4_1x1,SGXConvBase,Inception-B1,17.7978,0.1032,17.5843,17.9366,17.9267,17.9346,1.1611,0.0063,1.1498,1.169,221952,221952,"[1, 1024, 17, 17]","[1, 192, 17, 17]",inception_b1_b4_pool,10,2192896,2192896,600,2193496,786432,768,1405696,10,60
inception_b1_b4_relu,SecretReLULayer,Inception-B1,0.2282,0.0171,0.2047,0.261,0.256,0.26,0.0184,0.0002,0.0182,0.0187,221952,221952,"[1, 192, 17, 17]","[1, 192, 17, 17]",inception_b1_b4_1x1,10,443904,443904,120,444024,0,0,443904,2,60
inception_b1_concat,SecretConcatenateLayer,Inception-B1,0.189,0.0102,0.1732,0.206,0.2018,0.2052,0.01,0,0.01,0.01,887808,887808,[],"[1, 768, 17, 17]",inception_b1_b1_relu;inception_b1_b2_relu2;inception_b1_b3_relu3;inception_b1_b4_relu,10,887808,887808,240,888048,0,0,887808,4,60
inception_b2_b1_1x1,SGXConvBase,Inception-B2,17.7478,1.2652,17.2314,21.5369,19.6923,21.168,1.1578,0.0087,1.1496,1.1793,221952,221952,"[1, 768, 17, 17]","[1, 192, 17, 17]",inception_b1_concat,10,1700352,1700352,480,1700832,589824,768,1109760,8,60
inception_b2_b1_relu,SecretReLULayer,Inception-B2,0.2409,0.0266,0.2119,0.3108,0.2847,0.3056,0.0183,0.0006,0.018,0.02,221952,221952,"[1, 192, 17, 17]","[1, 192, 17, 17]",inception_b2_b1_1x1,10,443904,443904,120,444024,0,0,443904,2,60
inception_b2_b2_1x1,SGXConvBase,Inception-B2,7.7919,0.7141,7.4463,9.927,8.9056,9.7227,0.5621,0.0109,0.5407,0.5743,147968,147968,"[1, 768, 17, 17]","[1, 128, 17, 17]",inception_b1_concat,10,1429504,1429504,420,1429924,393216,512,1035776,7,60
inception_b2_b2_relu1,SecretReLULayer,Inception-B2,0.1817,0.0215,0.1636,0.233,0.2172,0.2298,0.0098,0.0002,0.0096,0.0102,147968,147968,"[1, 128, 17, 17]","[1, 128, 17, 17]",inception_b2_b2_1x1,10,295936,295936,120,296056,0,0,295936,2,60
inception_b2_b2_3x3,SGXConvBase,Inception-B2,2.6762,0.0437,2.6282,2.775,2.7539,2.7708,1.1711,0.0106,1.1531,1.1902,221952,221952,"[1, 128, 17, 17]","[1, 192, 17, 17]",inception_b2_b2_relu1,10,1255424,1255424,360,1255784,884736,768,369920,6,60
inception_b2_b2_relu2,SecretReLULayer,Inception-B2,0.2302,0.0173,0.2103,0.2578,0.2574,0.2577,0.0167,0.0029,0.0102,0.0207,221952,221952,"[1, 192, 17, 17]","[1, 192, 17, 17]",inception_b2_b2_3x3,10,443904,443904,120,444024,0,0,443904,2,60
inception_b2_b3_1x1,SGXConvBase,Inception-B2,2.3093,0.0944,2.2085,2.5496,2.4628,2.5322,0.5602,0.0092,0.5432,0.5737,147968,147968,"[1, 768, 17, 17]","[1, 128, 17, 17]",inception_b1_concat,10,1429504,1429504,420,1429924,393216,512,1035776,7,60
inception_b2_b3_relu1,SecretReLULayer,Inception-B2,0.1814,0.0169,0.161,0.2145,0.2062,0.2129,0.0096,0.0001,0.0095,0.0098,147968,147968,"[1, 128, 17, 17]","[1, 128, 17, 17]",inception_b2_b3_1x1,10,295936,295936,120,296056,0,0,295936,2,60
inception_b2_b3_3x3_1,SGXConvBase,Inception-B2,2.6097,0.0518,2.5139,2.6799,2.6794,2.6798,1.3601,0.093,1.1642,1.4536,221952,221952,"[1, 128, 17, 17]","[1, 192, 17, 17]",inception_b2_b3_relu1,10,1255424,1255424,360,1255784,884736,768,369920,6,60
inception_b2_b3_relu2,SecretReLULayer,Inception-B2,0.2286,0.0108,0.2045,0.2451,0.2447,0.2451,0.012,0.001,0.0111,0.014,221952,221952,"[1, 192, 17, 17]","[1, 192, 17, 17]",inception_b2_b3_3x3_1,10,443904,443904,120,444024,0,0,443904,2,60
inception_b2_b3_3x3_2,SGXConvBase,Inception-B2,10.754,0.0651,10.6372,10.9073,10.8495,10.8958,1.4464,0.0637,1.3498,1.5622,221952,221952,"[1, 192, 17, 17]","[1, 192, 17, 17]",inception_b2_b3_relu2,10,1771776,1771776,480,1772256,1327104,768,443904,8,60
inception_b2_b3_relu3,SecretReLULayer,Inception-B2,0.2345,0.0103,0.2102,0.2544,0.2477,0.253,0.0117,0.001,0.0101,0.0131,221952,221952,"[1, 192, 17, 17]","[1, 192, 17, 17]",inception_b2_b3_3x3_2,10,443904,443904,120,444024,0,0,443904,2,60
inception_b2_b4_pool,SecretMaxpool2dLayer,Inception-B2,0.3274,0.0202,0.2994,0.3563,0.3557,0.3562,6.9468,0.2996,6.2025,7.4375,887808,887808,"[1, 768, 17, 17]","[1, 768, 17, 17]",inception_b1_concat,10,1775616,1775616,480,1776096,0,0,1775616,8,60
inception_b2_b4_1x1,SGXConvBase,Inception-B2,14.6537,0.189,14.4283,15.0815,14.9694,15.0591,1.4187,0.0193,1.3815,1.4438,221952,221952,"[1, 768, 17, 17]","[1, 192, 17, 17]",inception_b2_b4_pool,10,1700352,1700352,480,1700832,589824,768,1109760,8,60
inception_b2_b4_relu,SecretReLULayer,Inception-B2,0.2444,0.0244,0.2087,0.2851,0.2826,0.2846,0.014,0.0007,0.013,0.0156,221952,221952,"[1, 192, 17, 17]","[1, 192, 17, 17]",inception_b2_b4_1x1,10,443904,443904,120,444024,0,0,443904,2,60
inception_b2_concat,SecretConcatenateLayer,Inception-B2,0.2023,0.0191,0.1781,0.2451,0.2323,0.2426,0.01,0,0.01,0.01,887808,887808,[],"[1, 768, 17, 17]",inception_b2_b1_relu;inception_b2_b2_relu2;inception_b2_b3_relu3;inception_b2_b4_relu,10,887808,887808,240,888048,0,0,887808,4,60
inception_b3_b1_1x1,SGXConvBase,Inception-B3,17.3296,0.5138,16.8705,18.6711,18.285,18.5939,1.4222,0.0416,1.3447,1.5021,221952,221952,"[1, 768, 17, 17]","[1, 192, 17, 17]",inception_b2_concat,10,1700352,1700352,480,1700832,589824,768,1109760,8,60
inception_b3_b1_relu,SecretReLULayer,Inception-B3,0.242,0.0362,0.2068,0.3415,0.3048,0.3341,0.0141,0.0006,0.0134,0.015,221952,221952,"[1, 192, 17, 17]","[1, 192, 17, 17]",inception_b3_b1_1x1,10,443904,443904,120,444024,0,0,443904,2,60
inception_b3_b2_1x1,SGXConvBase,Inception-B3,7.702,0.296,7.4474,8.5358,8.189,8.4665,0.7146,0.0144,0.6856,0.7368,147968,147968,"[1, 768, 17, 17]","[1, 128, 17, 17]",inception_b2_concat,10,1429504,1429504,420,1429924,393216,512,1035776,7,60
inception_b3_b2_relu1,SecretReLULayer,Inception-B3,0.1866,0.0106,0.1759,0.2116,0.205,0.2103,0.0125,0.0007,0.0118,0.0141,147968,147968,"[1, 128, 17, 17]","[1, 128, 17, 17]",inception_b3_b2_1x1,10,295936,295936,120,296056,0,0,295936,2,60
inception_b3_b2_3x3,SGXConvBase,Inception-B3,2.7753,0.096,2.6371,2.9091,2.9008,2.9075,1.4204,0.0249,1.3718,1.4594,221952,221952,"[1, 128, 17, 17]","[1, 192, 17, 17]",inception_b3_b2_relu1,10,1255424,1255424,360,1255784,884736,768,369920,6,60
inception_b3_b2_relu2,SecretReLULayer,Inception-B3,0.2276,0.0167,0.2087,0.2666,0.2547,0.2642,0.0154,0.004,0.0102,0.0237,221952,221952,"[1, 192, 17, 17]","[1, 192, 17, 17]",inception_b3_b2_3x3,10,443904,443904,120,444024,0,0,443904,2,60
inception_b3_b3_1x1,SGXConvBase,Inception-B3,2.292,0.1343,2.138,2.5921,2.5448,2.5826,0.6668,0.0225,0.6003,0.6799,147968,147968,"[1, 768, 17, 17]","[1, 128, 17, 17]",inception_b2_concat,10,1429504,1429504,420,1429924,393216,512,1035776,7,60
inception_b3_b3_relu1,SecretReLULayer,Inception-B3,0.197,0.0297,0.1645,0.2654,0.2426,0.2609,0.0144,0.0057,0.0098,0.0279,147968,147968,"[1, 128, 17, 17]","[1, 128, 17, 17]",inception_b3_b3_1x1,10,295936,295936,120,296056,0,0,295936,2,60
inception_b3_b3_3x3_1,SGXConvBase,Inception-B3,2.7602,0.3766,2.5676,3.8585,3.4206,3.7709,1.3571,0.0996,1.2171,1.4843,221952,221952,"[1, 128, 17, 17]","[1, 192, 17, 17]",inception_b3_b3_relu1,10,1255424,1255424,360,1255784,884736,768,369920,6,60
inception_b3_b3_relu2,SecretReLULayer,Inception-B3,0.2318,0.028,0.2031,0.3049,0.28,0.2999,0.0162,0.0027,0.0138,0.0215,221952,221952,"[1, 192, 17, 17]","[1, 192, 17, 17]",inception_b3_b3_3x3_1,10,443904,443904,120,444024,0,0,443904,2,60
inception_b3_b3_3x3_2,SGXConvBase,Inception-B3,10.916,0.9681,10.4428,13.8076,12.4145,13.529,1.1775,0.0071,1.1652,1.1892,221952,221952,"[1, 192, 17, 17]","[1, 192, 17, 17]",inception_b3_b3_relu2,10,1771776,1771776,480,1772256,1327104,768,443904,8,60
inception_b3_b3_relu3,SecretReLULayer,Inception-B3,0.2408,0.0395,0.2025,0.3505,0.3061,0.3416,0.0183,0.0002,0.0181,0.0187,221952,221952,"[1, 192, 17, 17]","[1, 192, 17, 17]",inception_b3_b3_3x3_2,10,443904,443904,120,444024,0,0,443904,2,60
inception_b3_b4_pool,SecretMaxpool2dLayer,Inception-B3,0.3394,0.0483,0.299,0.4687,0.4226,0.4595,5.6911,0.0297,5.6483,5.7612,887808,887808,"[1, 768, 17, 17]","[1, 768, 17, 17]",inception_b2_concat,10,1775616,1775616,480,1776096,0,0,1775616,8,60
inception_b3_b4_1x1,SGXConvBase,Inception-B3,14.6356,0.329,14.2327,15.3963,15.1812,15.3533,1.1675,0.0079,1.1593,1.1834,221952,221952,"[1, 768, 17, 17]","[1, 192, 17, 17]",inception_b3_b4_pool,10,1700352,1700352,480,1700832,589824,768,1109760,8,60
inception_b3_b4_relu,SecretReLULayer,Inception-B3,0.2244,0.0148,0.2015,0.2423,0.24,0.2418,0.0184,0.0001,0.0182,0.0187,221952,221952,"[1, 192, 17, 17]","[1, 192, 17, 17]",inception_b3_b4_1x1,10,443904,443904,120,444024,0,0,443904,2,60
inception_b3_concat,SecretConcatenateLayer,Inception-B3,0.1881,0.0168,0.1662,0.2192,0.2153,0.2185,0.01,0,0.01,0.01,887808,887808,[],"[1, 768, 17, 17]",inception_b3_b1_relu;inception_b3_b2_relu2;inception_b3_b3_relu3;inception_b3_b4_relu,10,887808,887808,240,888048,0,0,887808,4,60
inception_b4_b1_1x1,SGXConvBase,Inception-B4,15.8033,0.2671,15.5155,16.3249,16.3066,16.3212,1.1687,0.0081,1.1547,1.1824,221952,221952,"[1, 768, 17, 17]","[1, 192, 17, 17]",inception_b3_concat,10,1700352,1700352,480,1700832,589824,768,1109760,8,60
inception_b4_b1_relu,SecretReLULayer,Inception-B4,0.2432,0.014,0.2181,0.2671,0.2656,0.2668,0.0184,0.0004,0.0181,0.0195,221952,221952,"[1, 192, 17, 17]","[1, 192, 17, 17]",inception_b4_b1_1x1,10,443904,443904,120,444024,0,0,443904,2,60
inception_b4_b2_1x1,SGXConvBase,Inception-B4,7.6808,0.1871,7.412,8.0684,8.0128,8.0573,0.559,0.0068,0.5481,0.567,147968,147968,"[1, 768, 17, 17]","[1, 128, 17, 17]",inception_b3_concat,10,1429504,1429504,420,1429924,393216,512,1035776,7,60
inception_b4_b2_relu1,SecretReLULayer,Inception-B4,0.1898,0.0288,0.1584,0.2553,0.234,0.2511,0.0108,0.003,0.0097,0.0198,147968,147968,"[1, 128, 17, 17]","[1, 128, 17, 17]",inception_b4_b2_1x1,10,295936,295936,120,296056,0,0,295936,2,60
inception_b4_b2_3x3,SGXConvBase,Inception-B4,2.9424,0.347,2.6348,3.8951,3.5291,3.8219,1.1671,0.0098,1.1497,1.183,221952,221952,"[1, 128, 17, 17]","[1, 192, 17, 17]",inception_b4_b2_relu1,10,1255424,1255424,360,1255784,884736,768,369920,6,60
inception_b4_b2_relu2,SecretReLULayer,Inception-B4,0.2533,0.0244,0.213,0.3031,0.2876,0.3,0.0191,0.001,0.0182,0.0211,221952,221952,"[1, 192, 17, 17]","[1, 192, 17, 17]",inception_b4_b2_3x3,10,443904,443904,120,444024,0,0,443904,2,60
inception_b4_b3_1x1,SGXConvBase,Inception-B4,2.3328,0.263,2.1468,3.098,2.7612,3.0306,0.5662,0.0196,0.5494,0.6189,147968,147968,"[1, 768, 17, 17]","[1, 128, 17, 17]",inception_b3_concat,10,1429504,1429504,420,1429924,393216,512,1035776,7,60
inception_b4_b3_relu1,SecretReLULayer,Inception-B4,0.2066,0.0259,0.1588,0.2319,0.2307,0.2316,0.0096,0.0001,0.0095,0.0099,147968,147968,"[1, 128, 17, 17]","[1, 128, 17, 17]",inception_b4_b3_1x1,10,295936,295936,120,296056,0,0,295936,2,60
inception_b4_b3_3x3_1,SGXConvBase,Inception-B4,2.8297,0.3072,2.5375,3.6781,3.3707,3.6167,1.1917,0.0572,1.1549,1.3393,221952,221952,"[1, 128, 17, 17]","[1, 192, 17, 17]",inception_b4_b3_relu1,10,1255424,1255424,360,1255784,884736,768,369920,6,60
inception_b4_b3_relu2,SecretReLULayer,Inception-B4,0.2432,0.0282,0.1994,0.2896,0.2846,0.2886,0.0181,0.0002,0.0178,0.0186,221952,221952,"[1, 192, 17, 17]","[1, 192, 17, 17]",inception_b4_b3_3x3_1,10,443904,443904,120,444024,0,0,443904,2,60
inception_b4_b3_3x3_2,SGXConvBase,Inception-B4,10.9583,0.2045,10.6346,11.4205,11.2662,11.3897,1.1955,0.0523,1.159,1.3226,221952,221952,"[1, 192, 17, 17]","[1, 192, 17, 17]",inception_b4_b3_relu2,10,1771776,1771776,480,1772256,1327104,768,443904,8,60
inception_b4_b3_relu3,SecretReLULayer,Inception-B4,0.2455,0.018,0.2007,0.2605,0.2601,0.2604,0.0207,0.0033,0.0183,0.0277,221952,221952,"[1, 192, 17, 17]","[1, 192, 17, 17]",inception_b4_b3_3x3_2,10,443904,443904,120,444024,0,0,443904,2,60
inception_b4_b4_pool,SecretMaxpool2dLayer,Inception-B4,0.3478,0.0467,0.2814,0.4626,0.4198,0.454,5.7157,0.0205,5.6826,5.7476,887808,887808,"[1, 768, 17, 17]","[1, 768, 17, 17]",inception_b3_concat,10,1775616,1775616,480,1776096,0,0,1775616,8,60
inception_b4_b4_1x1,SGXConvBase,Inception-B4,14.9782,0.4643,14.5162,15.9804,15.8276,15.9498,1.1731,0.0147,1.1532,1.2055,221952,221952,"[1, 768, 17, 17]","[1, 192, 17, 17]",inception_b4_b4_pool,10,1700352,1700352,480,1700832,589824,768,1109760,8,60
inception_b4_b4_relu,SecretReLULayer,Inception-B4,0.2367,0.0198,0.2032,0.2686,0.2651,0.2679,0.0184,0.0002,0.0183,0.019,221952,221952,"[1, 192, 17, 17]","[1, 192, 17, 17]",inception_b4_b4_1x1,10,443904,443904,120,444024,0,0,443904,2,60
inception_b4_concat,SecretConcatenateLayer,Inception-B4,0.189,0.0162,0.1592,0.2114,0.2102,0.2111,0.01,0,0.01,0.01,887808,887808,[],"[1, 768, 17, 17]",inception_b4_b1_relu;inception_b4_b2_relu2;inception_b4_b3_relu3;inception_b4_b4_relu,10,887808,887808,240,888048,0,0,887808,4,60
reduction_b_b1_3x3,SGXConvBase,Reduction-B,66.7394,2.2365,65.5104,73.3845,70.2957,72.7667,0.4994,0.0077,0.4852,0.509,49152,49152,"[1, 768, 17, 17]","[1, 192, 8, 8]",inception_b4_concat,10,6246144,6246144,360,6246504,5308416,768,936960,6,60
reduction_b_b1_relu,SecretReLULayer,Reduction-B,0.1398,0.0127,0.1222,0.167,0.1601,0.1656,0.0074,0.0002,0.0072,0.0078,49152,49152,"[1, 192, 8, 8]","[1, 192, 8, 8]",reduction_b_b1_3x3,10,98304,98304,60,98364,0,0,98304,1,60
reduction_b_b2_1x1,SGXConvBase,Reduction-B,13.3369,0.1339,13.124,13.593,13.5465,13.5837,1.1635,0.0077,1.1527,1.1811,221952,221952,"[1, 768, 17, 17]","[1, 192, 17, 17]",inception_b4_concat,10,1700352,1700352,120,1700472,589824,768,1109760,2,60
reduction_b_b2_relu1,SecretReLULayer,Reduction-B,0.238,0.0287,0.211,0.2928,0.2894,0.2921,0.0191,0.0023,0.0179,0.0258,221952,221952,"[1, 192, 17, 17]","[1, 192, 17, 17]",reduction_b_b2_1x1,10,443904,443904,60,443964,0,0,443904,1,60
reduction_b_b2_3x3,SGXConvBase,Reduction-B,15.8407,0.0622,15.7583,15.9444,15.9342,15.9424,1.165,0.0075,1.155,1.1796,221952,221952,"[1, 192, 17, 17]","[1, 192, 17, 17]",reduction_b_b2_relu1,10,1771776,1771776,120,1771896,1327104,768,443904,2,60
reduction_b_b2_relu2,SecretReLULayer,Reduction-B,0.2252,0.0145,0.2111,0.2504,0.2479,0.2499,0.0108,0.0002,0.0106,0.0114,221952,221952,"[1, 192, 17, 17]","[1, 192, 17, 17]",reduction_b_b2_3x3,10,443904,443904,60,443964,0,0,443904,1,60
reduction_b_b2_3x3_stride2,SGXConvBase,Reduction-B,28.429,0.2055,28.2207,28.8306,28.7369,28.8119,1.1684,0.0067,1.1588,1.1825,81920,81920,"[1, 192, 17, 17]","[1, 320, 8, 8]",reduction_b_b2_relu2,10,2516992,2516992,180,2517172,2211840,1280,303872,3,60
reduction_b_b2_relu3,SecretReLULayer,Reduction-B,0.159,0.0228,0.1348,0.2066,0.1969,0.2046,0.0086,0.0002,0.0084,0.0091,81920,81920,"[1, 320, 8, 8]","[1, 320, 8, 8]",reduction_b_b2_3x3_stride2,10,163840,163840,60,163900,0,0,163840,1,60
reduction_b_b3_pool,SecretMaxpool2dLayer,Reduction-B,0.3337,0.0159,0.3121,0.3599,0.3553,0.359,1.2816,0.0162,1.2577,1.3058,196608,196608,"[1, 768, 17, 17]","[1, 768, 8, 8]",inception_b4_concat,10,1084416,1084416,60,1084476,0,0,1084416,1,60
reduction_b_concat,SecretConcatenateLayer,Reduction-B,0.141,0.0072,0.1318,0.1521,0.1513,0.1519,0.01,0,0.01,0.01,327680,327680,[],"[1, 1280, 8, 8]",reduction_b_b1_relu;reduction_b_b2_relu3;reduction_b_b3_pool,10,327680,327680,60,327740,0,0,327680,1,60
inception_c1_b1_1x1,SGXConvBase,Inception-C1,10.16,0.1434,9.9958,10.4859,10.4034,10.4694,1.1783,0.0111,1.1608,1.2015,81920,81920,"[1, 1280, 8, 8]","[1, 320, 8, 8]",reduction_b_concat,10,2049280,2049280,16020,2065300,1638400,1280,409600,267,60
inception_c1_b1_relu,SecretReLULayer,Inception-C1,0.1374,0.0077,0.1243,0.1511,0.1504,0.151,0.0086,0.0002,0.0084,0.009,81920,81920,"[1, 320, 8, 8]","[1, 320, 8, 8]",inception_c1_b1_1x1,10,163840,163840,1320,165160,0,0,163840,22,60
inception_c1_b2_1x1,SGXConvBase,Inception-C1,15.9527,0.8728,15.51,18.5421,17.3544,18.3046,1.2277,0.0146,1.2108,1.2601,98304,98304,"[1, 1280, 8, 8]","[1, 384, 8, 8]",reduction_b_concat,10,2393600,2393600,18720,2412320,1966080,1536,425984,312,60
inception_c1_b2_relu1,SecretReLULayer,Inception-C1,0.1536,0.017,0.1379,0.1945,0.1824,0.1921,0.0093,0.0007,0.009,0.0115,98304,98304,"[1, 384, 8, 8]","[1, 384, 8, 8]",inception_c1_b2_1x1,10,196608,196608,1560,198168,0,0,196608,26,60
inception_c1_b2_3x3,SGXConvBase,Inception-C1,35.1764,1.0615,34.3077,38.0665,37.0387,37.861,1.2286,0.0102,1.2172,1.2458,98304,98304,"[1, 384, 8, 8]","[1, 384, 8, 8]",inception_c1_b2_relu1,10,5506560,5506560,43020,5549580,5308416,1536,196608,717,60
inception_c1_b2_relu2,SecretReLULayer,Inception-C1,0.1532,0.0151,0.1408,0.1908,0.1789,0.1885,0.0103,0.0001,0.0101,0.0107,98304,98304,"[1, 384, 8, 8]","[1, 384, 8, 8]",inception_c1_b2_3x3,10,196608,196608,1560,198168,0,0,196608,26,60
inception_c1_b3_1x1,SGXConvBase,Inception-C1,18.9262,1.4845,18.2341,23.3509,21.2816,22.937,1.6339,0.0146,1.6108,1.6627,114688,114688,"[1, 1280, 8, 8]","[1, 448, 8, 8]",reduction_b_concat,10,2737920,2737920,21420,2759340,2293760,1792,442368,357,60
inception_c1_b3_relu1,SecretReLULayer,Inception-C1,0.1692,0.0296,0.1425,0.2453,0.2229,0.2408,0.0103,0.0002,0.0101,0.0107,114688,114688,"[1, 448, 8, 8]","[1, 448, 8, 8]",inception_c1_b3_1x1,10,229376,229376,1800,231176,0,0,229376,30,60
inception_c1_b3_3x3_1,SGXConvBase,Inception-C1,42.6742,7.8871,39.6827,66.3008,55.0021,64.0411,1.2466,0.0249,1.2128,1.2944,98304,98304,"[1, 448, 8, 8]","[1, 384, 8, 8]",inception_c1_b3_relu1,10,6407680,6407680,50100,6457780,6193152,1536,212992,835,60
inception_c1_b3_relu2,SecretReLULayer,Inception-C1,0.1583,0.0384,0.125,0.2666,0.2235,0.258,0.0091,0.0002,0.009,0.0096,98304,98304,"[1, 384, 8, 8]","[1, 384, 8, 8]",inception_c1_b3_3x3_1,10,196608,196608,1560,198168,0,0,196608,26,60
inception_c1_b3_3x3_2,SGXConvBase,Inception-C1,36.3355,2.2416,34.7409,41.8953,40.6875,41.6537,1.2293,0.0107,1.2148,1.2479,98304,98304,"[1, 384, 8, 8]","[1, 384, 8, 8]",inception_c1_b3_relu2,10,5506560,5506560,43020,5549580,5308416,1536,196608,717,60
inception_c1_b3_relu3,SecretReLULayer,Inception-C1,0.1574,0.018,0.1328,0.2001,0.1872,0.1975,0.0095,0.001,0.009,0.0124,98304,98304,"[1, 384, 8, 8]","[1, 384, 8, 8]",inception_c1_b3_3x3_2,10,196608,196608,1560,198168,0,0,196608,26,60
inception_c1_b4_pool,SecretMaxpool2dLayer,Inception-C1,0.2203,0.0344,0.1817,0.2864,0.2834,0.2858,2.1146,0.0155,2.093,2.1364,327680,327680,"[1, 1280, 8, 8]","[1, 1280, 8, 8]",reduction_b_concat,10,655360,655360,5160,660520,0,0,655360,86,60
inception_c1_b4_1x1,SGXConvBase,Inception-C1,5.2778,0.139,5.1479,5.5742,5.5088,5.5611,0.5016,0.012,0.4878,0.5194,49152,49152,"[1, 1280, 8, 8]","[1, 192, 8, 8]",inception_c1_b4_pool,10,1360640,1360640,10680,1371320,983040,768,376832,178,60
inception_c1_b4_relu,SecretReLULayer,Inception-C1,0.126,0.0158,0.1042,0.1593,0.1515,0.1578,0.0079,0.0002,0.0077,0.0083,49152,49152,"[1, 192, 8, 8]","[1, 192, 8, 8]",inception_c1_b4_1x1,10,98304,98304,780,99084,0,0,98304,13,60
inception_c1_concat,SecretConcatenateLayer,Inception-C1,0.1506,0.0129,0.1359,0.1758,0.1711,0.1749,0.01,0,0.01,0.01,524288,524288,[],"[1, 1280, 8, 8]",inception_c1_b1_relu;inception_c1_b2_relu2;inception_c1_b3_relu3;inception_c1_b4_relu,10,327680,327680,2580,330260,0,0,327680,43,60
inception_c2_b1_1x1,SGXConvBase,Inception-C2,10.3216,0.7712,9.9544,12.6253,11.5334,12.4069,1.1669,0.0079,1.1568,1.183,81920,81920,"[1, 1280, 8, 8]","[1, 320, 8, 8]",inception_c1_concat,10,2049280,2049280,16020,2065300,1638400,1280,409600,267,60
inception_c2_b1_relu,SecretReLULayer,Inception-C2,0.1494,0.0239,0.1288,0.2154,0.1914,0.2106,0.009,0.0002,0.0088,0.0094,81920,81920,"[1, 320, 8, 8]","[1, 320, 8, 8]",inception_c2_b1_1x1,10,163840,163840,1320,165160,0,0,163840,22,60
inception_c2_b2_1x1,SGXConvBase,Inception-C2,15.9771,0.8898,15.4294,18.5985,17.4643,18.3717,1.2302,0.0119,1.2088,1.247,98304,98304,"[1, 1280, 8, 8]","[1, 384, 8, 8]",inception_c1_concat,10,2393600,2393600,18720,2412320,1966080,1536,425984,312,60
inception_c2_b2_relu1,SecretReLULayer,Inception-C2,0.1639,0.0258,0.1368,0.2123,0.2119,0.2123,0.0098,0.0016,0.009,0.0145,98304,98304,"[1, 384, 8, 8]","[1, 384, 8, 8]",inception_c2_b2_1x1,10,196608,196608,1560,198168,0,0,196608,26,60
inception_c2_b2_3x3,SGXConvBase,Inception-C2,35.9386,3.0722,33.9582,43.6203,42.0274,43.3017,1.2297,0.0117,1.2131,1.2514,98304,98304,"[1, 384, 8, 8]","[1, 384, 8, 8]",inception_c2_b2_relu1,10,5506560,5506560,43020,5549580,5308416,1536,196608,717,60
inception_c2_b2_relu2,SecretReLULayer,Inception-C2,0.1773,0.0539,0.1381,0.331,0.2682,0.3184,0.0091,0.0001,0.009,0.0093,98304,98304,"[1, 384, 8, 8]","[1, 384, 8, 8]",inception_c2_b2_3x3,10,196608,196608,1560,198168,0,0,196608,26,60
inception_c2_b3_1x1,SGXConvBase,Inception-C2,18.8394,1.0742,18.0894,21.9611,20.6408,21.697,1.6349,0.0165,1.6157,1.6656,114688,114688,"[1, 1280, 8, 8]","[1, 448, 8, 8]",inception_c1_concat,10,2737920,2737920,21420,2759340,2293760,1792,442368,357,60
inception_c2_b3_relu1,SecretReLULayer,Inception-C2,0.1685,0.0224,0.1477,0.2237,0.2071,0.2204,0.01,0.0004,0.0097,0.0113,114688,114688,"[1, 448, 8, 8]","[1, 448, 8, 8]",inception_c2_b3_1x1,10,229376,229376,1800,231176,0,0,229376,30,60
