name,type,group,execution_mode,enclave_time_mean,enclave_time_std,enclave_time_min,enclave_time_max,enclave_time_p95,enclave_time_p99,cpu_time_mean,cpu_time_std,cpu_time_min,cpu_time_max,input_bytes,output_bytes,input_shape,output_shape,dependencies,num_iterations,xfer_edges_json,xfer_total_mean_ms,compute_mean_ms,cpu_memory_bytes,tee_memory_bytes,tee_encryption_overhead,tee_total_memory_bytes,weight_bytes,bias_bytes,activation_bytes,num_chunks,chunk_metadata_bytes
encoder7_attn_head10_qk_matmul,MatMul,Encoder7_Head10,Enclave,0.44964650023757713,0.08399648968424293,0.39982900125323795,0.6929179999133339,0.5988706995594837,0.6741085398425639,0.0,0.0,0.0,0.0,65536,65536,"[1, 1, 128, 64]","[1, 1, 128, 128]","['encoder7_attn_q_proj', 'encoder7_attn_k_proj']",10,"{""input1->matmul"": {""enclave_get_ms"": 0.0}, ""input2->matmul"": {""enclave_get_ms"": 0.0}, ""matmul->output"": {""enclave_store_ms"": 0.0}}",0.0,0.0,98304,98304,60,98364,0,0,98304,1,60
encoder7_attn_head10_softmax,Softmax,Encoder7_Head10,Enclave,0.3036603999134968,0.0450355668580258,0.2519530007702997,0.38041299922042526,0.37441719960042974,0.37921383929642616,0.0,0.0,0.0,0.0,65536,65536,"[1, 1, 128, 128]","[1, 1, 128, 128]",['encoder7_attn_head10_qk_matmul'],10,"{""input->op"": {""enclave_get_ms"": 0.0}, ""op->output"": {""enclave_store_ms"": 0.0}}",0.0,0.0,131072,131072,60,131132,0,0,131072,1,60
encoder7_attn_head10_attn_v_matmul,MatMul,Encoder7_Head10,Enclave,0.33166159973916365,0.10758208558969146,0.24189599935198203,0.5485249985213159,0.5206367000027966,0.542947338817612,0.0,0.0,0.0,0.0,98304,32768,"[1, 1, 128, 128]","[1, 1, 128, 64]","['encoder7_attn_head10_softmax', 'encoder7_attn_v_proj']",10,"{""input1->matmul"": {""enclave_get_ms"": 0.0}, ""input2->matmul"": {""enclave_get_ms"": 0.0}, ""matmul->output"": {""enclave_store_ms"": 0.0}}",0.0,0.0,98304,98304,60,98364,0,0,98304,1,60
encoder7_attn_head11_qk_matmul,MatMul,Encoder7_Head11,Enclave,0.4252978002114105,0.015352489241387499,0.40879900006984826,0.45764300011796877,0.45046325012663146,0.4562070501197013,0.0,0.0,0.0,0.0,65536,65536,"[1, 1, 128, 64]","[1, 1, 128, 128]","['encoder7_attn_q_proj', 'encoder7_attn_k_proj']",10,"{""input1->matmul"": {""enclave_get_ms"": 0.0}, ""input2->matmul"": {""enclave_get_ms"": 0.0}, ""matmul->output"": {""enclave_store_ms"": 0.0}}",0.0,0.0,98304,98304,60,98364,0,0,98304,1,60
encoder7_attn_head11_softmax,Softmax,Encoder7_Head11,Enclave,0.2634019998367876,0.010463128163110102,0.24862700047378894,0.28766499963239767,0.2806594000503537,0.2862638797159889,0.0,0.0,0.0,0.0,65536,65536,"[1, 1, 128, 128]","[1, 1, 128, 128]",['encoder7_attn_head11_qk_matmul'],10,"{""input->op"": {""enclave_get_ms"": 0.0}, ""op->output"": {""enclave_store_ms"": 0.0}}",0.0,0.0,131072,131072,60,131132,0,0,131072,1,60
encoder7_attn_head11_attn_v_matmul,MatMul,Encoder7_Head11,Enclave,0.2772997002466582,0.05741965227605999,0.24338399998669047,0.4324410001572687,0.38746125046600344,0.4234450502190157,0.0,0.0,0.0,0.0,98304,32768,"[1, 1, 128, 128]","[1, 1, 128, 64]","['encoder7_attn_head11_softmax', 'encoder7_attn_v_proj']",10,"{""input1->matmul"": {""enclave_get_ms"": 0.0}, ""input2->matmul"": {""enclave_get_ms"": 0.0}, ""matmul->output"": {""enclave_store_ms"": 0.0}}",0.0,0.0,98304,98304,60,98364,0,0,98304,1,60
encoder7_attn_out_proj,Linear,Encoder7,Enclave,2.7484510002977913,0.18040647567705578,2.5381840005138656,3.0744439991394756,3.036288499515649,3.0668128992147103,0.0,0.0,0.0,0.0,393216,393216,"[1, 128, 768]","[1, 128, 768]","['encoder7_attn_head0_attn_v_matmul', 'encoder7_attn_head1_attn_v_matmul', 'encoder7_attn_head2_attn_v_matmul', 'encoder7_attn_head3_attn_v_matmul', 'encoder7_attn_head4_attn_v_matmul', 'encoder7_attn_head5_attn_v_matmul', 'encoder7_attn_head6_attn_v_matmul', 'encoder7_attn_head7_attn_v_matmul', 'encoder7_attn_head8_attn_v_matmul', 'encoder7_attn_head9_attn_v_matmul', 'encoder7_attn_head10_attn_v_matmul', 'encoder7_attn_head11_attn_v_matmul']",10,"{""input->op"": {""enclave_get_ms"": 0.0}, ""op->output"": {""enclave_store_ms"": 0.0}}",0.0,0.0,3148800,3148800,60,3148860,2359296,3072,786432,1,60
encoder7_norm1,LayerNorm,Encoder7,Enclave,0.3066966995902476,0.0192330686476778,0.2766479992715176,0.34524100010457914,0.3343149994179839,0.3430557999672601,0.0,0.0,0.0,0.0,393216,393216,"[1, 128, 768]","[1, 128, 768]",['encoder7_attn_out_proj'],10,"{""input->op"": {""enclave_get_ms"": 0.0}, ""op->output"": {""enclave_store_ms"": 0.0}}",0.0,0.0,792576,792576,60,792636,3072,3072,786432,1,60
encoder7_ffn_fc1,Linear,Encoder7,Enclave,20.723846399960166,0.47637756645372575,20.388651999383,22.10908100096276,21.52814225082693,21.992893250935595,0.0,0.0,0.0,0.0,393216,1572864,"[1, 128, 768]","[1, 128, 3072]",['encoder7_norm1'],10,"{""input->op"": {""enclave_get_ms"": 0.0}, ""op->output"": {""enclave_store_ms"": 0.0}}",0.0,0.0,11415552,11415552,60,11415612,9437184,12288,1966080,1,60
encoder7_ffn_gelu,GELU,Encoder7,Enclave,9.62347780023265,0.057222196943041086,9.53720899997279,9.717429000374977,9.714345150041481,9.716812230308278,0.0,0.0,0.0,0.0,1572864,1572864,"[1, 128, 3072]","[1, 128, 3072]",['encoder7_ffn_fc1'],10,"{""input->op"": {""enclave_get_ms"": 0.0}, ""op->output"": {""enclave_store_ms"": 0.0}}",0.0,0.0,3145728,3145728,60,3145788,0,0,3145728,1,60
