Server number,OCC,DINA,MEDIA,Ours
1,4875.670103174746,4875.670103174745,4878.155103174741,4878.155103174741
2,4875.670103174746,4880.6708184304825,4389.490512579345,4389.490512579345
3,1852.9523861986813,3322.699745292486,1855.4373861986837,1855.4373861986837
4,1852.9523861986813,1857.9531014544186,1758.9158655669773,1758.9158655669773
5,1852.9523861986813,1857.9531014544186,1752.5808817270204,1752.5808817270204
6,1852.9523861986813,1857.9531014544186,1752.38427422358,1752.38427422358
7,1813.5847626055763,1837.6622160595357,1720.2666068886099,1720.2666068886099
8,1638.8884349655123,1728.5433864287934,1584.4049543911958,1584.4049543911958
