Server number,OCC,DINA,MEDIA,Ours
1,13688.998636363638,13688.998636363638,13689.09863636363,13689.633636363527
2,13688.998636363638,13698.99883216024,13689.09863636363,10002.202500008028
3,1619.1420967741938,5661.907101954959,1619.2420967741941,1467.9920124741116
4,1619.1420967741938,1629.1422925707952,1619.2420967741941,1108.2982258142094
5,1619.1420967741938,1629.1422925707952,1619.2420967741941,998.2495430107525
6,1619.1420967741938,1629.1422925707952,1619.2420967741941,1005.0147177467039
7,1461.945291262136,1524.4678797928434,1462.045291262136,879.5753687811086
8,764.3744923857869,1007.446138579116,764.4744923857866,481.0180577701416
