Server number,OCC,DINA,MEDIA,Ours
1,31706.424065755386,31706.42406575538,31720.789065755293,31720.789065755293
2,31706.424065755386,31771.428910420906,28520.910725559886,28520.910725559886
3,12611.517442549311,21780.467566084764,12685.760052266884,12685.760052266884
4,12611.517442549311,12676.522287214839,11766.03501517638,11766.03501517638
5,12611.517442549311,12676.522287214839,11733.46720491984,11733.46720491984
6,12611.517442549311,12676.522287214839,11711.725075358618,11711.725075358618
7,12362.826970307695,12546.40083944347,11504.96826566076,11504.96826566076
8,11259.247219883238,11850.409634050737,10647.063135212753,10647.063135212753
