Server number,OCC,DINA,MEIDA,Ours
1,49014.10566228499,40040.16566228499,49430.97196584335,47620.695845085276
2,49014.10566228499,39518.103101249835,40533.88435124984,35819.09952246394
3,27988.989630883312,33854.24651824806,28405.85593444166,17941.25652161401
4,27988.989630883312,30599.184186165374,19508.768319848157,16233.889366615236
5,27988.989630883312,30693.44946999718,19508.768319848157,16233.889366615236
6,27988.989630883312,28064.092183770783,19508.768319848157,16233.889366615236
7,21703.19551501843,24231.17246094667,16659.007492585806,12766.710798995407
8,15735.551790408466,23913.968732916837,10539.544915006574,7854.070527919113
