Bandwidth(Mbps),OCC,DINA,MEIDA,Ours
1,5866.496504283827,75092.49828940956,7413.737271343155,7413.737271343155
2,5866.496504283827,38154.99828940956,7413.737271343155,7413.737271343155
3,5866.496504283827,25842.49828940956,7413.737271343155,7413.737271343155
4,5866.496504283827,19686.24828940956,7413.737271343155,7413.737271343155
5,5866.496504283827,15992.49828940956,7413.737271343155,7413.737271343155
6,5866.496504283827,13529.99828940956,7413.737271343155,7413.737271343155
7,5866.496504283827,11771.069717980987,7413.737271343155,7413.737271343155
8,5866.496504283827,10451.87328940956,7413.737271343155,7413.737271343155
9,5866.496504283827,9425.831622742893,7413.737271343155,7413.737271343155
10,5866.496504283827,8604.99828940956,7413.737271343155,7413.737271343155
