Bandwidth(Mbps),OCC,DINA,MEIDA,Ours
1,1881.5308295880527,75377.10246639836,3180.3417647992337,3180.3417647992337
2,1881.5308295880527,37877.102466398355,3180.3417647992337,3180.3417647992337
3,1881.5308295880527,25377.102466398355,3180.3417647992337,3180.3417647992337
4,1881.5308295880527,19127.102466398355,3180.3417647992337,3180.3417647992337
5,1881.5308295880527,15377.102466398355,3180.3417647992337,3180.3417647992337
6,1881.5308295880527,12877.102466398355,3180.3417647992337,3180.3417647992337
7,1881.5308295880527,11091.388180684069,3180.3417647992337,3180.3417647992337
8,1881.5308295880527,9752.102466398355,3180.3417647992337,3180.3417647992337
9,1881.5308295880527,8710.43579973169,3180.3417647992337,3180.3417647992337
10,1881.5308295880527,7877.102466398355,3180.3417647992337,3180.3417647992337
