Bandwidth(Mbps),OCC,DINA,MEIDA,Ours
1,5194.560329787405,9756.285132796438,6513.209018599663,6513.209018599663
2,5194.560329787405,5256.285132796438,6513.209018599663,6513.209018599663
3,5194.560329787405,3756.285132796438,6513.209018599663,6513.209018599663
4,5194.560329787405,3006.285132796438,6513.209018599663,6513.209018599663
5,5194.560329787405,2556.285132796438,6513.209018599663,6513.209018599663
6,5194.560329787405,2256.285132796438,6513.209018599663,6513.209018599663
7,5194.560329787405,2041.999418510724,6513.209018599663,6513.209018599663
8,5194.560329787405,1881.2851327964381,6513.209018599663,6513.209018599663
9,5194.560329787405,1756.2851327964381,6513.209018599663,6513.209018599663
10,5194.560329787405,1656.2851327964381,6513.209018599663,6513.209018599663
