Bandwidth(Mbps),OCC,DINA,MEIDA,Ours
1,22246.638778876866,510306.6658980176,22448.034773749918,22448.034773749918
2,22246.638778876866,256306.66589801753,22448.034773749918,22448.034773749918
3,22246.638778876866,171639.9992313508,22448.034773749918,22448.034773749918
4,22246.638778876866,129306.6658980175,22448.034773749918,22448.034773749918
5,22246.638778876866,103906.6658980175,22448.034773749918,22448.034773749918
6,22246.638778876866,86973.33256468418,22448.034773749918,22448.034773749918
7,22246.638778876866,74878.09446944605,22448.034773749918,22448.034773749918
8,22246.638778876866,65806.6658980175,22448.034773749918,22448.034773749918
9,22246.638778876866,58751.11034246194,22448.034773749918,22448.034773749918
10,22246.638778876866,53106.66589801749,159159.48645291428,159159.48645291428
