Bandwidth(Mbps),OCC,DINA,MEIDA,Ours
1,409.6799012973305,409.6749012973305,2267.7516783359047,2267.7516783359047
2,409.6799012973305,409.6749012973305,2267.7516783359047,2267.7516783359047
3,409.6799012973305,409.6749012973305,2267.7516783359047,2267.7516783359047
4,409.6799012973305,409.6749012973305,2267.7516783359047,2267.7516783359047
5,409.6799012973305,409.6749012973305,2267.7516783359047,2267.7516783359047
6,409.6799012973305,409.6749012973305,2267.7516783359047,2267.7516783359047
7,409.6799012973305,409.6749012973305,2267.7516783359047,2267.7516783359047
8,409.6799012973305,409.6749012973305,2267.7516783359047,2267.7516783359047
9,409.6799012973305,409.6749012973305,2267.7516783359047,2267.7516783359047
10,409.6799012973305,409.6749012973305,2267.7516783359047,2267.7516783359047
