Server number,OCC,DINA,MEIDA,Ours
1,48514.05405687499,48514.049056874996,48656.93767671756,48656.93767671756
2,48514.05405687499,33383.00827516724,48761.499213598254,48761.499213598254
3,25106.527327518714,26503.247399878946,29940.88049403145,29940.88049403145
4,25106.527327518714,23147.890369839155,27309.432469401992,27309.432469401992
5,25106.527327518714,19855.269902484775,28952.864839966194,28952.864839966194
6,25106.527327518714,19993.64566626753,28952.864839966194,28952.864839966194
7,23186.51936403042,16930.919999582155,27195.87578348673,27195.87578348673
8,21993.4802694007,16380.71999533374,26099.88109500615,26099.88109500615
