Bandwidth(Mbps),OCC,DINA,MEIDA,Ours
1,1073.4309127457575,4797.622234004302,1792.0549880631406,1792.0549880631406
2,1073.4309127457575,2489.0284840043023,1792.0549880631406,1792.0549880631406
3,1073.4309127457575,1719.4972340043023,1792.0549880631406,1792.0549880631406
4,1073.4309127457575,1334.7316090043023,1792.0549880631406,1792.0549880631406
5,1073.4309127457575,1103.8722340043023,1792.0549880631406,1792.0549880631406
6,1073.4309127457575,949.9659840043023,1792.0549880631406,1792.0549880631406
7,1073.4309127457575,840.0329482900165,1792.0549880631406,1792.0549880631406
8,1073.4309127457575,757.5831715043023,1792.0549880631406,1792.0549880631406
9,1073.4309127457575,693.4555673376357,1792.0549880631406,1792.0549880631406
10,1073.4309127457575,642.1534840043023,1792.0549880631406,1792.0549880631406
