Bandwidth(Mbps),OCC,DINA,MEIDA,Ours
1,368.6174569352105,368.6174569352105,369.6074569352106,119.68154357922492
10,368.6174569352105,368.6174569352105,369.6074569352106,119.68154357922492
20,368.6174569352105,368.6174569352105,369.6074569352106,144.1578079578804
30,368.6174569352105,368.6174569352105,369.6074569352106,116.43313709430859
40,368.6174569352105,368.6174569352105,369.6074569352106,116.43313709430859
50,368.6174569352105,368.6174569352105,369.6074569352106,116.30578589286361
60,368.6174569352105,368.6174569352105,369.6074569352106,112.87000047185165
70,368.6174569352105,368.6174569352105,369.6074569352106,109.4796025201534
80,368.6174569352105,368.6174569352105,369.6074569352106,108.6903822561784
90,368.6174569352105,368.6174569352105,369.6074569352106,108.6903822561784
100,368.6174569352105,368.6174569352105,369.6074569352106,108.6903822561784
