Bandwidth(Mbps),OCC,DINA,MEIDA,Ours
1,238.98657532960584,238.98657532960584,239.25657532960582,131.54665229474077
10,238.98657532960584,238.98657532960584,239.25657532960582,131.54665229474077
20,238.98657532960584,238.98657532960584,239.25657532960582,123.65895890074026
30,238.98657532960584,238.98657532960584,239.25657532960582,119.6377279032767
40,238.98657532960584,238.98657532960584,239.25657532960582,119.6377279032767
50,238.98657532960584,238.98657532960584,239.25657532960582,119.6377279032767
60,238.98657532960584,238.98657532960584,239.25657532960582,119.6377279032767
70,238.98657532960584,238.98657532960584,239.25657532960582,119.6377279032767
80,238.98657532960584,238.98657532960584,239.25657532960582,119.6377279032767
90,238.98657532960584,238.98657532960584,239.25657532960582,119.6377279032767
100,238.98657532960584,238.98657532960584,239.25657532960582,119.6377279032767
