Bandwidth(Mbps),OCC,DINA,MEIDA,Ours
1,1137.475180990934,1137.475180990934,1138.2851809909346,364.7017505794445
10,1137.475180990934,1137.475180990934,1138.2851809909346,354.61534075872345
20,1137.475180990934,1137.475180990934,1138.2851809909346,342.6105276301277
30,1137.475180990934,1137.475180990934,1138.2851809909346,334.81709846049785
40,1137.475180990934,1137.475180990934,1138.2851809909346,340.78458082405973
50,1137.475180990934,1137.475180990934,1138.2851809909346,340.78458082405973
60,1137.475180990934,1137.475180990934,1138.2851809909346,340.78458082405973
70,1137.475180990934,1137.475180990934,1138.2851809909346,340.78458082405973
80,1137.475180990934,1137.475180990934,1138.2851809909346,340.78458082405973
90,1137.475180990934,1137.475180990934,1138.2851809909346,340.78458082405973
100,1137.475180990934,1137.475180990934,1138.2851809909346,340.78458082405973
