Bandwidth(Mbps),OCC,DINA,MEIDA,Ours
1,8172.685495040091,87756.28513279645,8602.987815291553,8602.987815291553
2,8172.685495040091,44256.28513279644,8602.987815291553,8602.987815291553
3,8172.685495040091,29756.285132796438,8602.987815291553,8602.987815291553
4,8172.685495040091,22506.285132796438,8602.987815291553,8602.987815291553
5,8172.685495040091,18156.285132796438,8602.987815291553,8602.987815291553
6,8172.685495040091,15256.285132796438,8602.987815291553,8602.987815291553
7,8172.685495040091,13184.85656136787,8602.987815291553,8602.987815291553
8,8172.685495040091,11631.285132796438,8602.987815291553,8602.987815291553
9,8172.685495040091,10422.951799463108,48791.21309373803,48791.21309373803
10,8172.685495040091,9456.285132796438,44024.54642707135,44024.54642707135
