Bandwidth(Mbps),OCC,DINA,MEIDA,Ours
1,22186.01141446179,510382.20603360236,22489.397409334844,22489.397409334844
2,22186.01141446179,256382.20603360242,22489.397409334844,22489.397409334844
3,22186.01141446179,171715.53936693576,22489.397409334844,22489.397409334844
4,22186.01141446179,129382.20603360242,22489.397409334844,22489.397409334844
5,22186.01141446179,103982.20603360242,22489.397409334844,22489.397409334844
6,22186.01141446179,87048.87270026907,22489.397409334844,22489.397409334844
7,22186.01141446179,74953.634605031,22489.397409334844,22489.397409334844
8,22186.01141446179,65882.20603360242,22489.397409334844,22489.397409334844
9,22186.01141446179,58826.650478046875,22489.397409334844,22489.397409334844
10,22186.01141446179,53182.206033602415,159199.61704800036,159199.61704800036
