Bandwidth(Mbps),OCC,DINA,MEDIA,Ours
0.5,81.11531510621717,70783.61531510622,81.11531510621717,81.11531510621717
1.0,81.11531510621717,35439.86531510622,81.11531510621717,81.11531510621717
2.0,81.11531510621717,17767.990315106217,81.11531510621717,81.11531510621717
5.0,81.11531510621717,7164.865315106217,81.11531510621717,81.11531510621717
10.0,81.11531510621717,3630.490315106217,81.11531510621717,81.11531510621717
20.0,81.11531510621717,1863.3028151062172,81.11531510621717,81.11531510621717
50.0,81.11531510621717,802.9903151062172,81.11531510621717,81.11531510621717
100.0,81.11531510621717,449.55281510621717,81.11531510621717,75.29206169849203
200.0,81.11531510621717,272.83406510621717,81.11531510621717,66.21136010144255
500.0,81.11531510621717,166.80281510621717,98.94554920600785,60.833242399516166
