Bandwidth(Mbps),OCC,DINA,MEIDA,Ours
1,3340.3379225375647,21187.01865129733,4247.120303824186,4247.120303824186
2,3340.3379225375647,10798.34677629733,4247.120303824186,4247.120303824186
3,3340.3379225375647,7335.4561512973305,4247.120303824186,4247.120303824186
4,3340.3379225375647,5604.0108387973305,4247.120303824186,4247.120303824186
5,3340.3379225375647,4565.1436512973305,4247.120303824186,4247.120303824186
6,3340.3379225375647,3872.5655262973305,4247.120303824186,4247.120303824186
7,3340.3379225375647,3377.8668655830443,4247.120303824186,4247.120303824186
8,3340.3379225375647,3006.8428700473305,4247.120303824186,4247.120303824186
9,3340.3379225375647,2718.2686512973305,4247.120303824186,4247.120303824186
10,3340.3379225375647,2487.4092762973305,4247.120303824186,4247.120303824186
