Bandwidth(Mbps),OCC,DINA,MEIDA,Ours
1,37380.73266482202,581547.5882925687,35579.93178225367,35579.93178225367
2,37380.73266482202,292555.53812167014,35579.93178225367,35579.93178225367
3,37380.73266482202,196224.85473137087,35579.93178225367,35579.93178225367
4,37380.73266482202,148059.513036221,35579.93178225367,35579.93178225367
5,37380.73266482202,119160.30801913112,35579.93178225367,35579.93178225367
6,37380.73266482202,99894.17134107131,35579.93178225367,35579.93178225367
7,37380.73266482202,86132.64514245708,35579.93178225367,35579.93178225367
8,37380.73266482202,75811.50049349635,35579.93178225367,35579.93178225367
9,37380.73266482202,67783.94354430478,271572.3088015272,271572.3088015272
10,37380.73266482202,61361.89798495143,244954.77190865454,244954.77190865454
