Server number,OCC,DINA,MEIDA,Ours
1,12227.101850215602,12227.101850215604,12227.106850215605,12227.106850215605
2,12227.101850215602,12965.851850215604,18308.39826116235,18308.39826116235
3,4229.705999297151,11013.52696096641,4230.05099929715,4230.05099929715
4,4229.705999297151,9298.42345062488,4230.05099929715,4230.05099929715
5,4229.705999297151,9298.42345062488,4230.05099929715,4230.05099929715
6,4229.705999297151,9298.42345062488,4230.05099929715,4230.05099929715
7,3573.717696967275,9298.42345062488,3574.062696967274,3574.062696967274
8,3166.104965571384,9298.42345062488,3166.4499655713844,3166.4499655713844
