Model,Servers,Bandwidth_Mbps,DINA_Latency,MEDIA_Latency,Ours_Latency,OCC_Latency
ALBERT,4,100,4056.73051900108,243.1291481007,219.54289580168003,1306.3217245980036
BERT-base,4,100,1056.24475270176,798.9394478652098,971.1251825965353,1082.1565301980977
DistillBERT,4,100,1333.54587349931,119.71652470130002,128.89781846338593,603.9478128913997
InceptionV3,4,100,1711.0958171875002,1717.549502947998,1461.748191052246,1689.5825229675295
TinyBERT-4l,4,100,104.71379160064,34.5412563997,26.63648730034,104.71379160064
TinyBERT-6l,4,100,1340.90907479892,134.4817504996,130.94827256288593,611.3080558932804
ViT-base,4,100,8761.210370909674,447.65955190159997,425.15835730120006,2199.0326746816477
