Bandwidth(Mbps),OCC,DINA,MEIDA,Ours
1,1137.475180990934,1137.475180990934,1141.2649045317194,1141.2649045317194
10,1137.475180990934,1137.475180990934,1141.2648980919037,1141.2648980919037
20,1137.475180990934,1137.475180990934,1141.2648977341357,1141.2648977341357
30,1137.475180990934,1137.475180990934,1141.2648976148798,1141.2648976148798
40,1137.475180990934,1137.475180990934,1141.264897555251,1141.264897555251
50,1137.475180990934,1137.475180990934,1141.264897519475,1141.264897519475
60,1137.475180990934,1137.475180990934,1141.2648974956242,1141.2648974956242
70,1137.475180990934,1137.475180990934,1141.2648974785875,1141.2648974785875
80,1137.475180990934,1137.475180990934,1141.2648974658096,1141.2648974658096
90,1137.475180990934,1137.475180990934,1141.264897455872,1141.264897455872
100,1137.475180990934,1137.475180990934,1141.2648974479214,1141.2648974479214
