Bandwidth(Mbps),OCC,DINA,MEIDA,Ours
1,1824.124165310141,1829.1956908838713,1728.8434530196546,1728.8434530196546
10,1824.124165310141,1829.1313178675139,1728.8434489963402,1728.8434489963402
20,1824.124165310141,1829.1277415888273,1728.8434487728232,1728.8434487728232
30,1824.124165310141,1829.1265494959318,1728.843448698318,1728.843448698318
40,1824.124165310141,1829.125953449484,1728.843448661065,1728.843448661065
50,1824.124165310141,1829.1255958216154,1728.8434486387127,1728.8434486387127
60,1824.124165310141,1829.1253574030363,1728.8434486238118,1728.8434486238118
70,1824.124165310141,1829.1251871040513,1728.8434486131675,1728.8434486131675
80,1824.124165310141,1829.1250593798125,1728.8434486051856,1728.8434486051856
90,1824.124165310141,1829.1249600387378,1728.8434485989765,1728.8434485989765
100,1824.124165310141,1829.1248805658781,1728.8434485940097,1728.8434485940097
