Bandwidth(Mbps),OCC,DINA,MEIDA,Ours
1,368.6174569352105,368.6174569352105,370.4474569352107,370.4474569352107
10,368.6174569352105,368.6174569352105,370.4474569352107,370.4474569352107
20,368.6174569352105,368.6174569352105,370.4474569352107,370.4474569352107
30,368.6174569352105,368.6174569352105,370.4474569352107,370.4474569352107
40,368.6174569352105,368.6174569352105,370.4474569352107,370.4474569352107
50,368.6174569352105,368.6174569352105,370.4474569352107,370.4474569352107
60,368.6174569352105,368.6174569352105,370.4474569352107,370.4474569352107
70,368.6174569352105,368.6174569352105,370.4474569352107,370.4474569352107
80,368.6174569352105,368.6174569352105,370.4474569352107,370.4474569352107
90,368.6174569352105,368.6174569352105,370.4474569352107,370.4474569352107
100,368.6174569352105,368.6174569352105,370.4474569352107,370.4474569352107
