Bandwidth(Mbps),OCC,DINA,MEIDA,Ours
1,238.98657532960584,238.98657532960584,244.72657532960542,244.37657532960543
10,238.98657532960584,238.98657532960584,244.72657532960542,244.37657532960543
20,238.98657532960584,238.98657532960584,244.72657532960542,244.37657532960543
30,238.98657532960584,238.98657532960584,244.72657532960542,244.37657532960543
40,238.98657532960584,238.98657532960584,244.72657532960542,244.37657532960543
50,238.98657532960584,238.98657532960584,244.72657532960542,244.37657532960543
60,238.98657532960584,238.98657532960584,244.72657532960542,244.37657532960543
70,238.98657532960584,238.98657532960584,244.72657532960542,244.37657532960543
80,238.98657532960584,238.98657532960584,244.72657532960542,244.37657532960543
90,238.98657532960584,238.98657532960584,246.76811540392126,244.37657532960543
100,238.98657532960584,238.98657532960584,245.65700429281017,244.37657532960543
