Server number,OCC,DINA,MEIDA,Ours
1,39365.63075757731,36542.495757577315,39962.821264169106,37992.17156151732
2,39365.63075757731,36380.21472882976,36689.14539289225,25455.369188239016
3,19799.167725156298,29653.005935542373,20396.358231748094,14259.323882167026
4,19799.167725156298,29653.005935542373,17122.682360471237,11709.988357969722
5,19799.167725156298,29653.005935542373,17122.682360471237,11360.488391387635
6,19799.167725156298,29653.005935542373,17122.682360471237,11022.214860398331
7,13949.46121158514,29653.005935542373,14546.651718176938,8365.873646737014
8,8395.832867568075,29653.005935542373,8993.023374159871,5090.992493130095
