Server number,OCC,DINA,MEIDA,Ours
1,13455.406158865058,10765.68115886506,14188.563532369699,13276.210078847971
2,13455.406158865058,10535.463278616036,10226.580845738397,9766.426935871936
3,7821.838764272032,8911.065852771088,8385.636663283822,6270.140263753662
4,7821.838764272032,8911.065852771088,4792.536409530159,4532.593180823327
5,7821.838764272032,8911.065852771088,4792.536409530159,4532.593180823327
6,7821.838764272032,8911.065852771088,4792.536409530159,4532.593180823327
7,6137.593848459297,8911.065852771088,3975.9512609433887,3487.3224599314854
8,4538.59562845903,8911.065852771088,2392.6877166656377,1975.489830767791
