Server number,OCC,DINA,MEDIA,Ours
1,12487.17143053939,61157.504621099855,12489.231663995473,13260.988607713534
2,12487.17143053939,31378.690380579363,12293.337677957767,10308.979247297832
3,12487.17143053939,20159.23607411138,12293.337677957767,9389.18305858792
4,12487.17143053939,15683.401411396711,12293.337677957767,8929.160924797603
5,12487.17143053939,15590.533967227142,12293.337677957767,8655.688446652233
6,12487.17143053939,15590.533967227142,12293.337677957767,8471.005367996173
7,12487.17143053939,15590.533967227142,12293.337677957767,8337.973125872457
8,12487.17143053939,15415.454510670745,12293.337677957767,8240.663699367042
