Server number,OCC,DINA,MEDIA,Ours
1,3239.8873195704764,27905.166794862613,3179.2880923861926,2431.9553475270955
2,3239.8873195704764,14496.813716733404,3179.7301785124964,1776.0990843280217
3,3239.8873195704764,7783.598961964489,3179.7301785124964,1557.2750156183065
4,3239.8873195704764,6234.1421422788135,3179.7301785124964,1448.0442897581736
5,3239.8873195704764,5217.990535423925,3179.7301785124964,1382.5928973925727
6,3239.8873195704764,5217.990535423925,3179.7301785124964,1340.148782419506
7,3239.8873195704764,5217.990535423925,3179.7301785124964,1295.4313499733046
8,3239.8873195704764,5217.990535423925,3179.7301785124964,1263.66905478505
