Server number,OCC,DINA,MEDIA,Ours
1,20969.689981977193,20969.689981977193,20969.689981977168,20969.689981977182
2,20969.689981977193,21094.68998197719,20001.88684197111,19402.851574241147
3,3139.4039293679916,21094.68998197719,2480.2859118467654,2459.1970279762268
4,3139.4039293679916,21094.68998197719,2480.2859118467654,2459.1970279762268
5,3139.4039293679916,21094.68998197719,2480.2859118467654,2459.1970279762268
6,3139.4039293679916,21094.68998197719,2480.2859118467654,2459.1970279762268
7,3018.9318503047857,21094.68998197719,2239.481454385914,2220.4400349688262
8,2683.7786130021423,21094.68998197719,1170.8963949327367,1160.9407289430922
