Server number,OCC,DINA,MEDIA,Ours
1,21656.418487294683,21656.418487294683,21656.41848729467,21656.41848729469
2,21656.418487294683,21656.418487294683,20709.331706403245,20801.557362171527
3,2561.5118640886185,2561.511864088618,2561.511864088618,2460.399257891255
4,2561.5118640886185,2561.511864088618,2561.511864088618,2460.399257891255
5,2561.5118640886185,2561.5118640886185,2561.511864088618,2460.399257891255
6,2561.5118640886185,2561.511864088618,2561.511864088618,2460.399257891255
7,2312.821391847005,2312.8213918470046,2312.821391847006,2221.525543532881
8,1209.2416414225459,1209.2416414225456,1209.2416414225459,1161.5082791060238
