Server number,OCC,DINA,MEDIA,Ours
1,3428.2042399850484,3428.2042399850484,3428.204239985048,3428.204239985048
2,3428.2042399850484,3428.2042399850484,3265.5710254364585,3075.2647345451064
3,405.4865230089842,405.48652300898414,405.4865230089841,372.890851504053
4,405.4865230089842,405.48652300898414,405.4865230089841,362.70692699021777
5,405.4865230089842,405.4865230089842,405.4865230089841,362.70692699021777
6,405.4865230089842,405.4865230089842,405.4865230089841,362.70692699021777
7,366.11889941587896,366.1188994158789,366.11889941587884,327.4926622338859
8,191.42257177581487,191.42257177581487,191.42257177581487,171.22712797000133
