Server number,OCC,DINA,MEDIA,Ours
1,3724.3172845211866,3724.3172845211866,3724.3172845211857,3724.317284521187
2,3724.3172845211866,3821.6610345211866,3369.4826990176275,3053.4454436135343
3,440.51064655626936,1624.5873964889079,440.51064655626925,422.52640763059213
4,440.51064655626936,1226.2732601035657,440.51064655626925,380.8677823631555
5,440.51064655626936,1281.1847884765484,440.51064655626925,364.7051667472284
6,440.51064655626936,1572.9310858406748,440.51064655626925,355.68187402333484
7,397.7426226187675,1345.5552240480242,397.74262261876754,321.91613824596783
8,207.95680268900026,1754.997601574374,207.95680268900037,190.91479711800608
