Server number,OCC,DINA,MEDIA,Ours
1,3423.893135454405,15407.519109544823,3423.8931354544056,3423.893135454405
2,3423.893135454405,3458.8931354544047,3260.1590290568265,3115.069820905774
3,404.9766074193382,2559.026994588237,404.9766074193383,369.3148167737383
4,404.9766074193382,1350.6603322727922,404.9766074193383,362.23628763294874
5,404.9766074193382,1793.1603322727924,404.9766074193383,362.23628763294874
6,404.9766074193382,2033.2750085872399,404.9766074193383,362.23628763294874
7,365.65849019415975,2598.7222704942315,365.65849019415987,327.0677160180994
8,191.18185020303784,1920.6685588937787,191.18185020303784,171.00494796885397
