Server number,OCC,DINA,MEDIA,Ours
1,13688.983636363628,20948.877629448405,13688.983636363635,13688.983636363626
2,13688.983636363628,13874.685108865106,11301.191029829546,9886.548749999998
3,1627.357775537636,5707.475932178875,1606.7773118279565,1471.5740591397846
4,1627.357775537636,4167.224235016496,1506.3805376344083,1167.714853410618
5,1627.357775537636,4167.224235016496,1506.3805376344083,1048.5204637096767
6,1627.357775537636,3239.82965282869,1506.3805376344083,985.5477284946234
7,1470.3099939320377,3239.82965282869,1365.1036392107733,872.1009385765734
8,775.1024016497458,3239.82965282869,758.5293908629443,510.75844553381376
