Server number,OCC,DINA,MEDIA,Ours
1,20561.07702909272,235925.50108383846,26879.43569017418,20561.07702909272
2,20561.07702909272,118873.9705142006,26883.173327423836,14541.010215682136
3,3239.8873195704764,25657.06872631837,3179.7301785124964,2163.812106236873
4,3239.8873195704764,15044.183630863878,3029.1801785124964,1696.907749965979
5,3239.8873195704764,11616.075204323315,2963.2401785124964,1519.0850262096972
6,3239.8873195704764,11616.075204323315,2954.5301785124964,1425.9435450270587
7,3016.9128225247982,11616.075204323315,2871.0185106957492,1266.385236260904
8,2027.4493437566202,11616.075204323315,1501.0908964551377,716.3330487400735
