Server number,OCC,DINA,MEDIA,Ours
1,4452.11756421479,4452.11756421479,4454.9975642147865,4454.9975642147865
2,4452.11756421479,4452.11756421479,3864.3935178449274,3864.3935178449274
3,1168.3109262498729,1168.3109262498729,1171.190926249873,1171.190926249873
4,1168.3109262498729,1168.3109262498729,1166.2372080946627,1166.2372080946627
5,1168.3109262498729,1168.3109262498729,1163.5135467374419,1163.5135467374419
6,1168.3109262498729,1168.3109262498729,1163.302570084345,1163.302570084345
7,1125.5429023123709,1125.5429023123709,1136.7847385466944,1136.7847385466944
8,935.7570823826037,935.7570823826037,938.6370823826037,938.6370823826037
