Server number,OCC,DINA,MEDIA,Ours
1,13929.89666057862,13929.896660578625,13934.831660578617,13934.831660578617
2,13929.89666057862,13944.897365105526,12182.561198015725,12182.561198015725
3,4170.86833882067,8941.305018838373,4208.111102544977,4208.111102544977
4,4170.86833882067,4185.869043347571,3874.603293695638,3874.603293695638
5,4170.86833882067,4185.869043347571,3842.1911243412555,3842.1911243412555
6,4170.86833882067,4185.869043347571,3819.0850805738355,3819.0850805738355
7,4043.767567403032,4120.7026736945545,3725.393435772106,3725.393435772106
8,3479.7498294675015,3769.588371672735,3321.2901030836397,3321.2901030836397
