Bandwidth(Mbps),OCC,DINA,MEIDA,Ours
1,3612.9265659421626,84612.92656594218,9321.527101029682,0.0
10,3612.9265659421626,11712.926565942162,2066.7554982305014,0.0
20,3612.9265659421626,7662.926565942162,1818.5544909609303,0.0
30,3612.9265659421626,6312.926565942162,1822.7755861916116,0.0
40,3612.9265659421626,5637.926565942162,1838.4965073666424,0.0
50,3612.9265659421626,5232.926565942162,2823.047565121171,0.0
60,3612.9265659421626,4962.926565942162,2256.1911717184003,0.0
70,3612.9265659421626,4770.069423085019,1838.8239067869542,0.0
80,3612.9265659421626,4625.426565942163,2823.853736562473,0.0
90,3612.9265659421626,4512.926565942163,2261.6647785731907,0.0
100,3612.9265659421626,4422.926565942163,1822.2915985994978,0.0
