Bandwidth(Mbps),OCC,DINA,MEIDA,Ours
1,368.6174569352105,368.6174569352105,1329.1022930566483,0.0
10,368.6174569352105,368.6174569352105,433.7064991156751,0.0
20,368.6174569352105,368.6174569352105,232.55330500644922,0.0
30,368.6174569352105,368.6174569352105,269.0394262547273,0.0
40,368.6174569352105,368.6174569352105,227.17607500607264,0.0
50,368.6174569352105,368.6174569352105,267.1544850568986,0.0
60,368.6174569352105,368.6174569352105,179.08037188107264,0.0
70,368.6174569352105,368.6174569352105,193.619755567568,0.0
80,368.6174569352105,368.6174569352105,215.58576164204334,0.0
90,368.6174569352105,368.6174569352105,202.09563677884285,0.0
100,368.6174569352105,368.6174569352105,201.56972061595124,0.0
