Bandwidth(Mbps),OCC,DINA,MEIDA,Ours
1,13634.414680050302,610790.6646800505,113632.33828563131,13634.414680050306
10,13634.414680050302,73350.03968005031,4562.191775954158,13634.414680050306
20,13634.414680050302,43492.22718005031,4037.4814733838875,13634.414680050306
30,13634.414680050302,33539.62301338364,4088.63793041347,13634.414680050306
40,13634.414680050302,28563.3209300503,4005.765738949032,13634.414680050306
50,13634.414680050302,25577.5396800503,3519.4242342046336,13634.414680050306
60,13634.414680050302,23587.01884671698,3749.507826482763,13634.414680050306
70,13634.414680050302,22165.218251478873,3468.3031764292964,13634.414680050306
80,13634.414680050302,21098.867805050304,3433.294260118241,13634.414680050306
90,13634.414680050302,20269.484124494746,3475.95908041535,13634.414680050306
100,13634.414680050302,19605.977180050304,3797.668634337404,13634.414680050306
