Bandwidth(Mbps),OCC,DINA,MEIDA,Ours
1,1824.124165310141,76824.12416531015,3520.762668392277,0.0
10,1824.124165310141,9324.12416531014,1804.9438848254536,0.0
20,1824.124165310141,5574.124165310141,2534.8518218199292,0.0
30,1824.124165310141,4324.124165310141,1806.9667738275352,0.0
40,1824.124165310141,3699.124165310141,1763.5365035528716,0.0
50,1824.124165310141,3324.124165310141,1737.764660062085,0.0
60,1824.124165310141,3074.124165310141,1749.8096682782939,0.0
70,1824.124165310141,2895.552736738712,1748.134433067115,0.0
80,1824.124165310141,2761.624165310141,1874.7997073916752,0.0
90,1824.124165310141,2657.457498643474,1763.223886732752,0.0
100,1824.124165310141,2574.124165310141,1909.5591983492413,0.0
