Bandwidth(Mbps),OCC,DINA,MEIDA,Ours
1,4079.2286826285535,77954.22868262854,35986.74201225318,0.0
10,4079.2286826285535,11466.728682628554,2479.854612813004,0.0
20,4079.2286826285535,7772.9786826285535,3013.887853753419,0.0
30,4079.2286826285535,6541.7286826285535,2524.7110229873456,0.0
40,4079.2286826285535,5926.1036826285535,3449.08150491909,0.0
50,4079.2286826285535,5556.7286826285535,3442.4668848510123,0.0
60,4079.2286826285535,5310.4786826285535,3425.959624927477,0.0
70,4079.2286826285535,5134.585825485697,1930.0214604963635,0.0
80,4079.2286826285535,5002.6661826285535,1922.4252887298064,0.0
90,4079.2286826285535,4900.062015961887,2341.702695224136,0.0
100,4079.2286826285535,4817.9786826285535,1558.2961004742745,0.0
