Bandwidth(Mbps),OCC,DINA,MEIDA,Ours
1,1505.8032000000003,22036.56491875,8154.378751714366,0.0
10,1505.8032000000003,3558.8793718750003,1063.5930375000007,0.0
20,1505.8032000000003,2532.3412859375003,885.9660687500001,0.0
30,1505.8032000000003,2190.1619239583333,871.7914125,0.0
40,1505.8032000000003,2019.0722429687503,857.675384375,0.0
50,1505.8032000000003,1916.4184343750003,1314.3940625000005,0.0
60,1505.8032000000003,1847.982561979167,1287.1255510416672,0.0
70,1505.8032000000003,1799.0997959821432,1306.1152875000002,0.0
80,1505.8032000000003,1762.4377214843753,1302.2052265625002,0.0
90,1505.8032000000003,1733.9227746527781,825.0174041666667,0.0
100,1505.8032000000003,1711.1108171875003,844.0417937500001,0.0
