Server number,OCC,DINA,MEIDA,Ours
1,23226.091742682835,16837.621742682837,23376.061612983132,21890.0839445261
2,23226.091742682835,16395.79818769016,15662.265062481449,14869.13133720566
3,14568.796298155201,13936.104536664483,14420.543620650014,9520.646761524886
4,14568.796298155201,13090.790867933638,7401.726649925111,6910.771330721152
5,14568.796298155201,11526.652536613283,7401.726649925111,6910.771330721152
6,14568.796298155201,10801.906371123403,7401.726649925111,6910.771330721152
7,11980.559606227287,10801.906371123403,6162.4946817163045,5569.93328084063
8,9523.324423578668,10801.906371123403,3755.5975639233448,3288.8340436263716
