Server number,OCC,DINA,MEIDA,Ours
1,9738.77017018898,9738.770170188982,9755.685170188932,9738.770170188982
2,9738.77017018898,10548.770170188982,8634.487925369634,8633.7112310461
3,3669.914599955332,7478.161988393911,3687.3501328716957,3669.914599955332
4,3669.914599955332,4479.914599955332,3440.735961624884,3435.843877828811
5,3669.914599955332,4479.914599955332,3434.694731080735,3430.158909229056
6,3669.914599955332,4479.914599955332,3434.694731080735,3430.158909229056
7,3590.8743308663315,4439.923254940241,3400.7360575715484,3396.9670267151228
8,3240.1281215383897,4223.410199839973,3221.375395207374,3221.0253952073735
