Server number,OCC,DINA,MEIDA,Ours
1,13929.89666057862,13929.896660578625,13946.781660578592,13929.896660578625
2,13929.89666057862,14668.646660578625,12059.49980521195,12058.388521889983
3,4170.86833882067,9665.054314311472,4187.753338820652,4170.86833882067
4,4170.86833882067,4909.61833882067,3969.7352458008095,3962.9541543799446
5,4170.86833882067,4909.61833882067,3951.960244996417,3950.751386564136
6,4170.86833882067,4909.61833882067,3951.960244996417,3950.751386564136
7,4043.767567403032,4844.451969167653,4110.636005104675,4043.767567403032
8,3479.7498294675015,4493.3376671458345,3496.6348294674804,3479.749829467501
