Server number,OCC,DINA,MEIDA,Ours
1,31050.07556043789,31050.075560437883,31097.27056043768,31050.075560437883
2,31050.07556043789,36130.07556043789,27199.545116303107,27195.136197274896
3,12560.671490307453,26500.676125206726,13077.034723209503,12560.671490307455
4,12560.671490307453,17640.671490307457,11629.576483562261,11602.966573931992
5,12560.671490307453,17640.671490307457,11627.97990001864,11602.966573931992
6,12560.671490307453,17640.671490307457,11627.944524267039,11602.966573931992
7,12319.867032846603,17515.25899470298,11589.725435444143,11541.973281812823
8,11251.281973393428,16843.341125956074,11373.703273501917,11251.28197339343
