Server number,OCC,DINA,MEIDA,Ours
1,895.2832157344537,895.2832157344537,901.0232157344536,900.6732157344532
2,895.2832157344537,895.2832157344537,715.7466507129822,714.8896151015942
3,245.09202915480498,245.09202915480498,250.8320291548047,250.3560240268098
4,245.09202915480498,245.09202915480498,251.16160241459042,249.509298263826
5,245.09202915480498,245.09202915480498,251.16160241459042,250.4268858052714
6,245.09202915480498,245.09202915480498,251.16160241459042,249.9281177239833
7,236.62399333622088,236.62399333622088,243.55412456684508,242.0139933362204
8,199.04654707933648,199.04654707933648,204.78654707933606,204.43654707933607
