Bandwidth(Mbps),OCC,DINA,MEIDA,Ours
1,4079.2286826285535,77954.22868262854,4079.573682628554,3805.565949321668
10,4079.2286826285535,11466.728682628554,4079.573682628554,3805.565949321668
20,4079.2286826285535,7772.9786826285535,4079.573682628554,3805.565949321668
30,4079.2286826285535,6541.7286826285535,4079.573682628554,3805.565949321668
40,4079.2286826285535,5926.1036826285535,4079.573682628554,3805.565949321668
50,4079.2286826285535,5556.7286826285535,4079.573682628554,3805.565949321668
60,4079.2286826285535,5310.4786826285535,4079.573682628554,3805.565949321668
70,4079.2286826285535,5134.585825485697,4079.573682628554,3805.565949321668
80,4079.2286826285535,5002.6661826285535,4079.573682628554,3805.565949321668
90,4079.2286826285535,4900.062015961887,4079.573682628554,3805.565949321668
100,4079.2286826285535,4817.9786826285535,4079.573682628554,3805.565949321668
