Bandwidth(Mbps),OCC,DINA,MEIDA,Ours
1,5866.496504283827,75092.49828940956,7413.737271343155,7413.737271343155
10,5866.496504283827,8604.99828940956,7413.737271343155,7413.737271343155
20,5866.496504283827,4911.248289409559,34538.384409177175,34538.384409177175
30,5866.496504283827,3679.998289409559,23534.08753417717,23534.08753417717
40,5866.496504283827,3064.373289409559,18031.93909667717,18031.93909667717
50,5866.496504283827,2694.998289409559,15569.905673451914,15569.905673451914
60,5866.496504283827,2448.748289409559,13172.394646407702,13172.394646407702
70,5866.496504283827,2272.855432266702,11457.439289264841,11457.439289264841
80,5866.496504283827,2140.935789409559,10171.222771407702,10171.222771407702
90,5866.496504283827,2038.3316227428925,9170.8321464077,9170.8321464077
100,5866.496504283827,1956.2482894095592,8370.519646407702,8370.519646407702
