Bandwidth(Mbps),OCC,DINA,MEIDA,Ours
1,5194.560329787405,9756.285132796438,6513.209018599663,6513.209018599663
10,5194.560329787405,1656.2851327964381,6513.209018599663,6513.209018599663
20,5194.560329787405,1206.2851327964381,22483.40642707135,22483.40642707135
30,5194.560329787405,1056.2851327964381,15333.406427071352,15333.406427071352
40,5194.560329787405,981.2851327964381,11758.406427071352,11758.406427071352
50,5194.560329787405,936.2851327964381,10083.172472421393,10083.172472421393
60,5194.560329787405,906.2851327964381,8523.908818397831,8523.908818397831
70,5194.560329787405,884.8565613678668,7409.6231041121155,7409.6231041121155
80,5194.560329787405,868.7851327964381,6573.908818397831,6573.908818397831
90,5194.560329787405,856.2851327964382,5923.90881839783,5923.90881839783
100,5194.560329787405,846.2851327964381,5403.908818397831,5403.908818397831
