Bandwidth(Mbps),OCC,DINA,MEIDA,Ours
1,409.6799012973305,409.6749012973305,2267.7516783359047,2267.7516783359047
10,409.6799012973305,409.6749012973305,2267.7516783359047,2267.7516783359047
20,409.6799012973305,409.6749012973305,2267.7516783359047,2267.7516783359047
30,409.6799012973305,409.6749012973305,6436.742123555732,6436.742123555732
40,409.6799012973305,409.6749012973305,4955.394467305732,4955.394467305732
50,409.6799012973305,409.6749012973305,4066.585873555732,4066.585873555732
60,409.6799012973305,409.6749012973305,3474.046811055732,3474.046811055732
70,409.6799012973305,409.6749012973305,3166.9728158976795,3166.9728158976795
80,409.6799012973305,409.6749012973305,2820.6837533976795,2820.6837533976795
90,409.6799012973305,409.6749012973305,2551.3478158976795,2551.3478158976795
100,409.6799012973305,409.6749012973305,2335.8790658976795,2335.8790658976795
