Bandwidth(Mbps),OCC,DINA,MEIDA,Ours
1,81.12031510621716,81.11531510621717,450.82192185670544,450.82192185670544
10,81.12031510621716,81.11531510621717,450.82192185670544,450.82192185670544
20,81.12031510621716,81.11531510621717,450.82192185670544,450.82192185670544
30,81.12031510621716,81.11531510621717,1731.187028501964,1731.187028501964
40,81.12031510621716,81.11531510621717,1335.093278501964,1335.093278501964
50,81.12031510621716,81.11531510621717,1097.437028501964,1097.437028501964
60,81.12031510621716,81.11531510621717,938.9995285019639,938.9995285019639
70,81.12031510621716,81.11531510621717,983.5117159628551,983.5117159628551
80,81.12031510621716,81.11531510621717,870.3420731057122,870.3420731057122
90,81.12031510621716,81.11531510621717,782.3212397723788,782.3212397723788
100,81.12031510621716,81.11531510621717,711.9045731057122,711.9045731057122
