Bandwidth(Mbps),OCC,DINA,MEIDA,Ours
1,1881.5308295880527,75377.10246639836,3180.3417647992337,3180.3417647992337
10,1881.5308295880527,7877.102466398355,3180.3417647992337,3180.3417647992337
20,1881.5308295880527,4127.102466398355,10440.285649172618,10440.285649172618
30,1881.5308295880527,2877.1024663983553,7190.285649172618,7190.285649172618
40,1881.5308295880527,2252.1024663983553,6211.775788498744,6211.775788498744
50,1881.5308295880527,1877.1024663983553,5041.775788498744,5041.775788498744
60,1881.5308295880527,1627.1024663983553,4261.775788498744,4261.775788498744
70,1881.5308295880527,1448.5310378269266,3704.6329313558863,3704.6329313558863
80,1881.5308295880527,1314.6024663983553,3286.775788498744,3286.775788498744
90,1881.5308295880527,1210.4357997316888,2961.775788498744,2961.775788498744
100,1881.5308295880527,1127.1024663983553,2701.775788498744,2701.775788498744
