Server number,OCC,DINA,MEIDA,Ours
1,48514.05405687499,48514.049056874996,48656.93767671756,48656.93767671756
2,48514.05405687499,146842.69577516723,48656.93767671756,48656.93767671756
3,24666.096232479507,139833.48676762023,24808.97985232206,24808.97985232206
4,24666.096232479507,136414.99604609414,24808.97985232206,24808.97985232206
5,24666.096232479507,133060.42232520928,24808.97985232206,24808.97985232206
6,24666.096232479507,133201.40173823165,24808.97985232206,24808.97985232206
7,24666.096232479507,130351.44988449044,24808.97985232206,24808.97985232206
8,24666.096232479507,129924.12650552057,24808.97985232206,24808.97985232206
