Bandwidth(Mbps),OCC,DINA,MEIDA,Ours
1,1824.124165310141,76824.12416531015,1824.2991653101415,1178.5871827356777
10,1824.124165310141,9324.12416531014,1824.2991653101415,1178.5871827356777
20,1824.124165310141,5574.124165310141,1824.2991653101415,1126.6332448999847
30,1824.124165310141,4324.124165310141,1824.2991653101415,876.6332448999846
40,1824.124165310141,3699.124165310141,1824.2991653101415,751.6332448999846
50,1824.124165310141,3324.124165310141,1824.2991653101415,676.6332448999846
60,1824.124165310141,3074.124165310141,1824.2991653101415,626.6332448999846
70,1824.124165310141,2895.552736738712,1824.2991653101415,590.9189591856989
80,1824.124165310141,2761.624165310141,1824.2991653101415,564.1332448999846
90,1824.124165310141,2657.457498643474,1824.2991653101415,543.2999115666512
100,1824.124165310141,2574.124165310141,1824.2991653101415,526.6332448999846
