Bandwidth(Mbps),OCC,DINA,MEIDA,Ours
1,368.6174569352105,368.6174569352105,369.6074569352106,180.4397340043023
10,368.6174569352105,368.6174569352105,369.6074569352106,180.4397340043023
20,368.6174569352105,368.6174569352105,369.6074569352106,180.4397340043023
30,368.6174569352105,368.6174569352105,369.6074569352106,180.4397340043023
40,368.6174569352105,368.6174569352105,369.6074569352106,180.4397340043023
50,368.6174569352105,368.6174569352105,369.6074569352106,180.4397340043023
60,368.6174569352105,368.6174569352105,369.6074569352106,180.4397340043023
70,368.6174569352105,368.6174569352105,369.6074569352106,180.4397340043023
80,368.6174569352105,368.6174569352105,369.6074569352106,180.4397340043023
90,368.6174569352105,368.6174569352105,369.6074569352106,180.4397340043023
100,368.6174569352105,368.6174569352105,369.6074569352106,180.4397340043023
