Bandwidth(Mbps),OCC,DINA,MEIDA,Ours
1,1824.5683295880526,76824.56832958804,1824.773329588053,1179.0972636090487
10,1824.5683295880526,9324.568329588052,1824.773329588053,1179.0972636090487
20,1824.5683295880526,5574.568329588053,1824.773329588053,1127.1074663983554
30,1824.5683295880526,4324.568329588053,1824.773329588053,877.1074663983553
40,1824.5683295880526,3699.568329588052,1824.773329588053,752.1074663983553
50,1824.5683295880526,3324.568329588052,1824.773329588053,677.1074663983553
60,1824.5683295880526,3074.568329588052,1824.773329588053,627.1074663983553
70,1824.5683295880526,2895.9969010166237,1824.773329588053,591.3931806840696
80,1824.5683295880526,2762.0683295880526,1824.773329588053,564.6074663983553
90,1824.5683295880526,2657.9016629213857,1824.773329588053,543.7741330650219
100,1824.5683295880526,2574.5683295880526,1824.773329588053,527.1074663983553
