Bandwidth(Mbps),OCC,DINA,MEIDA,Ours
1,238.98657532960584,238.98657532960584,239.25657532960582,81.12031510621716
10,238.98657532960584,238.98657532960584,239.25657532960582,81.12031510621716
20,238.98657532960584,238.98657532960584,239.25657532960582,81.12031510621716
30,238.98657532960584,238.98657532960584,239.25657532960582,81.12031510621716
40,238.98657532960584,238.98657532960584,239.25657532960582,81.12031510621716
50,238.98657532960584,238.98657532960584,239.25657532960582,81.12031510621716
60,238.98657532960584,238.98657532960584,239.25657532960582,81.12031510621716
70,238.98657532960584,238.98657532960584,239.25657532960582,81.12031510621716
80,238.98657532960584,238.98657532960584,239.25657532960582,81.12031510621716
90,238.98657532960584,238.98657532960584,239.25657532960582,81.12031510621716
100,238.98657532960584,238.98657532960584,239.25657532960582,81.12031510621716
