Bandwidth(Mbps),OCC,DINA,MEIDA,Ours
1,104.71879160064,104.71379160064001,901.1421546482937,488.26412103789585
2,104.71879160064,104.71379160064001,901.1421546482937,488.26412103789585
3,104.71879160064,104.71379160064001,901.1421546482937,488.26412103789585
4,104.71879160064,104.71379160064001,901.1421546482937,405.365406601
5,104.71879160064,104.71379160064001,901.1421546482937,344.427906601
6,104.71879160064,104.71379160064001,901.1421546482937,303.802906601
7,104.71879160064,104.71379160064001,832.3353558332478,274.7850494581429
8,104.71879160064,104.71379160064001,767.0451772618192,253.02165660100002
9,104.71879160064,104.71379160064001,716.2639272618193,236.0945732676667
10,104.71879160064,104.71379160064001,675.6389272618192,222.55290660100002
